1,100800300001,1
2,100800300002,1
3,100800300006,1
4,100800300008,1
5,0663360255994,1
6,0663360256007,1
7,0663360256014,1
8,0663360256021,1
9,0663360256038,1
10,0663360256045,1
11,0663360256052,1
12,0787936784661,1
13,0787936784678,1
14,0787936784685,1
15,0787936784692,1
16,0787936784708,1
17,0787936784715,1
18,0787936784722,1
19,0787936784739,1
20,0787936784746,1
21,0787936784753,1
22,0787936784760,1
23,0787936784777,1
24,0787936784784,1
25,0787936784791,1
26,0787936784807,1
27,0787936784814,1
28,0787936784821,1
29,0787936784838,1
30,0787936784845,1
31,0787936784852,1
32,0787936784869,1
33,0787936784876,1
34,0787936784883,1
35,0787936784890,1
36,0787936784609,1
37,0787936784623,1
38,0787935879375,1
39,0787935904930,1
40,0787935879382,1
41,0787935904947,1
42,0787935879399,1
43,0787935904954,1
44,0787935879405,1
45,0787935904961,1
46,0787935879412,1
47,0787935904978,1
48,0787935879429,1
49,0787935879436,1
50,0787935922927,1
51,0787935922934,1
52,0787935922941,1
53,0787935922958,1
54,0787935922965,1
55,0787935922972,1
56,0787935922989,1
57,0787935922996,1
58,0787935923009,1
59,0787935923016,1
60,0787935923023,1
61,0787935923030,1
62,0787935913857,1
63,0787935913864,1
64,0787935913871,1
65,0787935913888,1
66,0787935913895,1
67,0787935913901,1
68,0787935913918,1
69,0787935913925,1
70,0787935913932,1
71,0787935913949,1
72,0787935913956,1
73,0787935913963,1
74,0787935912294,1
75,0787935912300,1
76,0787935912317,1
77,0787935912324,1
78,0787935912331,1
79,0787935912348,1
80,0787935912355,1
81,0787935912362,1
82,0787935912379,1
83,0787935912386,1
84,0787935912393,1
85,0787935912409,1
86,0663360652526,1
87,0787936280255,1
88,0787936280262,1
89,0787936280279,1
90,0787936280286,1
91,0787936280293,1
92,0787936280309,1
93,0787936280316,1
94,0787936280323,1
95,0787936280330,1
96,0787936280347,1
97,0787936280354,1
98,0787936280361,1
99,0787936280378,1
100,0787936280385,1
101,0787936280392,1
102,0787936280408,1
103,0787936280415,1
104,0787936280422,1
105,0787936280439,1
106,0787936280446,1
107,0787936280453,1
108,0787936280460,1
109,0787936280477,1
110,0787936280484,1
111,0663360499855,1
112,0663360499862,1
113,0663360499879,1
114,0663360499886,1
115,0663360499893,1
116,0663360499909,1
117,0663360499916,1
118,0663360499923,1
119,0663360499930,1
120,0663360499947,1
121,0663360499954,1
122,0663360689263,1
123,0663360499961,1
124,0663360549871,1
125,0663360479055,1
126,0787936785026,1
127,0787936785033,1
128,0787936785040,1
129,0787936785057,1
130,0787936785064,1
131,0787936785071,1
132,0787936785088,1
133,0787936785095,1
134,0787936785101,1
135,0787936785118,1
136,0787936785125,1
137,0787936785132,1
138,0787936804260,1
139,0787936804277,1
140,0787936804284,1
141,0787936804291,1
142,0787936804307,1
143,0787936804314,1
144,0787936804321,1
145,0787936804338,1
146,0787936804345,1
147,0787936804352,1
148,0787936804369,1
149,0787936804376,1
150,0787936785149,1
151,0787936785156,1
152,0787936785163,1
153,0787936785170,1
154,0787936785187,1
155,0787936785194,1
156,0787936785200,1
157,0787936785217,1
158,0787936785224,1
159,0787936785231,1
160,0787936785248,1
161,0787936785255,1
162,0787936804185,1
163,0787935911518,1
164,0787935911525,1
165,0787935911532,1
166,0787935911549,1
167,0787935911556,1
168,0787935911563,1
169,0787935911570,1
170,0787935911587,1
171,0787935911594,1
172,0787935911600,1
173,0787935911617,1
174,0787935911624,1
175,0787935896983,1
176,0787935905234,1
177,0787935896990,1
178,0787935905241,1
179,0787935897003,1
180,0787935905258,1
181,0787935897010,1
182,0787935905265,1
183,0787935897027,1
184,0787935905272,1
185,0787935897034,1
186,0787935897041,1
187,0787935897058,1
188,0787935905289,1
189,0787935897065,1
190,0787935905296,1
191,0787935897072,1
192,0787935905302,1
193,0787935897089,1
194,0787935905319,1
195,0787935897096,1
196,0787935905326,1
197,0787935897102,1
198,0787935896914,1
199,0787935905180,1
200,0787935896921,1
201,0787935905197,1
202,0787935896938,1
203,0787935905203,1
204,0787935896945,1
205,0787935905210,1
206,0787935896952,1
207,0787935905227,1
208,0787935896969,1
209,0787935896976,1
210,0787936804383,1
211,0787936804390,1
212,0787936804406,1
213,0787936804413,1
214,0787936804420,1
215,0787936804437,1
216,0787936804444,1
217,0787936804451,1
218,0787936804468,1
219,0787936804475,1
220,0787936804482,1
221,0787936804499,1
222,0787936804505,1
223,0787936804512,1
224,0787936804529,1
225,0787936804536,1
226,0787936804543,1
227,0787936804550,1
228,0787936804567,1
229,0787936804574,1
230,0787936804581,1
231,0787936804598,1
232,0787936804604,1
233,0787936804611,1
234,0663360117940,1
235,0663360118190,1
236,0787934965215,1
237,0787934965222,1
238,0787934965239,1
239,0787934965246,1
240,0787934965253,1
241,0787934965260,1
242,0787934965277,1
243,0787934965284,1
244,0787934965291,1
245,0787934965307,1
246,0787934965314,1
247,0787934965321,1
248,0787935942895,1
249,0787935942901,1
250,0787935942918,1
251,0787935942932,1
252,0787935942949,1
253,0787935942956,1
254,0787935942970,1
255,0787935942987,1
256,0787935942994,1
257,0787935943007,1
258,0787935943014,1
259,0787935943021,1
260,0787935943038,1
261,0787935943045,1
262,0787935943052,1
263,0787935943069,1
264,0787935943076,1
265,0787935943083,1
266,0787935943090,1
267,0787935943106,1
268,0787935943113,1
269,0787935943120,1
270,0663360405146,1
271,0787935952597,1
272,0787935952603,1
273,0787935952610,1
274,0787935952627,1
275,0787935952634,1
276,0787935952641,1
277,0787935952658,1
278,0787935952665,1
279,0787935952672,1
280,0787935952689,1
281,0787935952696,1
282,0787935952702,1
283,0787935952719,1
284,0787935952726,1
285,0787935952733,1
286,0787935952740,1
287,0787935952757,1
288,0787935952764,1
289,0787935952771,1
290,0787935952788,1
291,0787935952795,1
292,0787935952801,1
293,0787935952818,1
294,0787935952825,1
295,0663360467885,1
296,0663360059455,1
297,0787936769101,1
298,0787936769118,1
299,0787936769125,1
300,0787936769132,1
301,0787936769149,1
302,0787936769156,1
303,0787936769163,1
304,0787936769170,1
305,0787936769187,1
306,0787936769194,1
307,0787936769200,1
308,0787936769217,1
309,0663360189947,1
310,0663360189473,1
311,0663360235477,1
312,0663360235521,1
313,0787935879511,1
314,0787935905807,1
315,0787935879528,1
316,0787935905814,1
317,0787935879535,1
318,0787935905821,1
319,0787935879542,1
320,0787935905838,1
321,0787935879559,1
322,0787935905845,1
323,0787935879566,1
324,0787935879573,1
325,0787935952955,1
326,0787935952962,1
327,0787935952979,1
328,0787935952986,1
329,0787935952993,1
330,0787935953006,1
331,0787935953013,1
332,0787935953020,1
333,0787935953037,1
334,0787935953044,1
335,0787935953051,1
336,0787935953068,1
337,0787935879580,1
338,0787935905852,1
339,0787935879597,1
340,0787935905869,1
341,0787935879603,1
342,0787935905876,1
343,0787935879610,1
344,0787935905883,1
345,0787935879627,1
346,0787935905890,1
347,0787935879634,1
348,0787935879641,1
349,0787935879658,1
350,0787935905906,1
351,0787935879665,1
352,0787935905913,1
353,0787935879672,1
354,0787935905920,1
355,0787935879689,1
356,0787935905937,1
357,0787935879696,1
358,0787935905944,1
359,0787935879702,1
360,0787935879719,1
361,0787935879726,1
362,0787935905951,1
363,0787935879733,1
364,0787935905968,1
365,0787935879740,1
366,0787935905975,1
367,0787935879757,1
368,0787935905982,1
369,0787935879764,1
370,0787935905999,1
371,0787935879771,1
372,0787935879788,1
373,0787935879795,1
374,0787935906002,1
375,0787935879801,1
376,0787935906019,1
377,0787935879818,1
378,0787935906026,1
379,0787935879825,1
380,0787935906033,1
381,0787935879832,1
382,0787935906040,1
383,0787935879849,1
384,0787935879856,1
385,0787934965697,1
386,0787934965703,1
387,0787934965710,1
